County/City,Ward,Pct,"Timothy Michael Kaine","George Felix Allen","All Others","Total Votes Cast"
"Surry County",-,"501 - Claremont",291,232,1,524
"Surry County",-,"502 - Spring Grove",273,39,0,312
"Surry County",-,Provisional,2,0,0,2
"Sussex County",-,"101 - Waverly",741,183,2,926
"Sussex County",-,"201 - Stony Creek",464,181,1,646
"Sussex County",-,"202 - Little Mill",122,47,0,169
"Sussex County",-,"301 - Courthouse",286,395,1,682
"Sussex County",-,"302 - Wakefield",38,137,1,176
"Sussex County",-,"401 - Mars Hill",537,288,0,825
"Sussex County",-,"402 - West Wakefield",98,14,0,112
"Sussex County",-,"501 - Henry",406,205,2,613
"Sussex County",-,"502 - Yale",206,75,0,281
"Sussex County",-,"601 - Blackwater",231,363,0,594
"Sussex County",-,"602 - Newville",149,169,0,318
"Tazewell County",-,"101 - Abbs Valley",99,210,0,309
"Tazewell County",-,"102 - Tip Top",118,314,0,432
"Tazewell County",-,"103 - Boissevain",81,138,0,219
"Tazewell County",-,"104 - Falls Mills",82,368,1,451
"Tazewell County",-,"106 - Pocahontas",91,126,0,217
"Tazewell County",-,"107 - Amonate",32,63,0,95
"Tazewell County",-,"109 - Bishop",43,128,0,171
"Tazewell County",-,"110 - Adria",99,341,1,441
"Tazewell County",-,"111 - Gap Store",90,282,0,372
"Tazewell County",-,"112 - Bandy",50,155,0,205
"Tazewell County",-,"203 - Burkes Garden",37,98,0,135
"Tazewell County",-,"204 - Clear Fork",79,391,0,470
"Tazewell County",-,"207 - Freestone",43,113,0,156
"Tazewell County",-,"209 - Jeffersonville",643,"1,653",4,"2,300"
"Tazewell County",-,"214 - Thompson Valley",110,383,0,493
"Tazewell County",-,"301 - Cedar Bluff",363,"1,492",4,"1,859"
"Tazewell County",-,"302 - Baptist Valley",117,280,1,398
"Tazewell County",-,"303 - Wardell",156,577,0,733
"Tazewell County",-,"305 - Pounding Mill",126,488,0,614
"Tazewell County",-,"401 - Richlands",538,"1,606",1,"2,145"
"Tazewell County",-,"402 - Jewell Ridge",76,155,0,231
"Tazewell County",-,"404 - Raven",186,516,1,703
"Tazewell County",-,"501 - Springville",211,989,1,"1,201"
"Tazewell County",-,"502 - Graham",518,"1,761",0,"2,279"
"Tazewell County",-,"Ab - Central Absentee Precinct",330,849,1,"1,180"
"Tazewell County",-,Provisional,0,1,0,1
"Virginia Beach City",-,"1 - North Beach",853,"1,437",2,"2,292"
"Virginia Beach City",-,"2 - South Beach","1,003",872,6,"1,881"
"Virginia Beach City",-,"3 - Ocean Lakes","1,141","1,298",4,"2,443"
"Virginia Beach City",-,"4 - Linkhorn",835,"1,203",2,"2,040"
"Virginia Beach City",-,"5 - Seatack","1,160",641,5,"1,806"
"Virginia Beach City",-,"6 - Alanton",805,"1,325",2,"2,132"
"Virginia Beach City",-,"7 - Kingston",548,859,0,"1,407"
"Virginia Beach City",-,"8 - London Bridge","1,066","1,030",2,"2,098"
"Virginia Beach City",-,"9 - Trantwood",741,"1,214",6,"1,961"
"Virginia Beach City",-,"10 - Great Neck",701,"1,534",2,"2,237"
"Virginia Beach City",-,"11 - Cape Henry","1,013","1,149",0,"2,162"
"Virginia Beach City",-,"12 - Plaza","1,232",794,5,"2,031"
"Virginia Beach City",-,"13 - Mt Trashmore","1,081","1,126",4,"2,211"
"Virginia Beach City",-,"14 - Malibu","1,042","1,054",0,"2,096"
"Virginia Beach City",-,"15 - Old Donation",770,713,1,"1,484"
"Virginia Beach City",-,"16 - Aragona","1,311","1,125",4,"2,440"
"Virginia Beach City",-,"17 - Ocean Park",661,844,1,"1,506"
"Virginia Beach City",-,"18 - Thoroughgood",959,"1,293",3,"2,255"
"Virginia Beach City",-,"19 - Lake Smith",477,636,2,"1,115"
"Virginia Beach City",-,"20 - Bayside",703,723,1,"1,427"
"Virginia Beach City",-,"21 - Davis Corner","1,897",487,2,"2,386"
"Virginia Beach City",-,"22 - Point O View",716,898,1,"1,615"
"Virginia Beach City",-,"23 - Arrowhead",962,"1,076",2,"2,040"
"Virginia Beach City",-,"24 - Larkspur",716,686,1,"1,403"
"Virginia Beach City",-,"25 - Avalon","1,141","1,318",5,"2,464"
"Virginia Beach City",-,"26 - Fairfield",756,"1,017",2,"1,775"
"Virginia Beach City",-,"27 - Edwin",863,"1,200",4,"2,067"
"Virginia Beach City",-,"28 - Thalia",632,833,2,"1,467"
"Virginia Beach City",-,"29 - Holland","1,228",665,2,"1,895"
"Virginia Beach City",-,"30 - Red Wing",728,"1,119",2,"1,849"
"Virginia Beach City",-,"31 - Sigma",796,"1,617",2,"2,415"
"Virginia Beach City",-,"32 - Creeds",311,661,1,973
"Virginia Beach City",-,"33 - Capps Shop",291,800,0,"1,091"
"Virginia Beach City",-,"34 - Blackwater",193,414,0,607
"Virginia Beach City",-,"35 - Courthouse",684,"1,165",1,"1,850"
"Virginia Beach City",-,"36 - Windsor Oaks","1,297",924,4,"2,225"
"Virginia Beach City",-,"37 - Chesapeake Beach",760,728,2,"1,490"
"Virginia Beach City",-,"38 - Witchduck",895,"1,521",1,"2,417"
"Virginia Beach City",-,"39 - Pembroke","1,164","1,018",3,"2,185"
"Virginia Beach City",-,"40 - Bonney",630,672,2,"1,304"
"Virginia Beach City",-,"41 - College Park","1,689",543,0,"2,232"
"Virginia Beach City",-,"42 - Brandon","1,007",938,2,"1,947"
"Virginia Beach City",-,"43 - Bellamy","1,119",628,3,"1,750"
"Virginia Beach City",-,"44 - Centerville",975,"1,164",2,"2,141"
"Virginia Beach City",-,"45 - Timberlake","1,262",555,0,"1,817"
"Virginia Beach City",-,"46 - Green Run","1,060",637,1,"1,698"
"Virginia Beach City",-,"47 - Kings Grant",827,"1,501",4,"2,332"
"Virginia Beach City",-,"48 - Wolfsnare",972,"1,254",0,"2,226"
"Virginia Beach City",-,"49 - Lynnhaven",732,"1,216",0,"1,948"
"Virginia Beach City",-,"50 - Oceana",834,344,3,"1,181"
"Virginia Beach City",-,"51 - Stratford Chase",813,946,2,"1,761"
"Virginia Beach City",-,"52 - Homestead","1,048","1,180",2,"2,230"
"Virginia Beach City",-,"53 - Shannon",712,892,2,"1,606"
"Virginia Beach City",-,"54 - Cromwell",726,590,1,"1,317"
"Virginia Beach City",-,"55 - Magic Hollow","1,239",595,1,"1,835"
"Virginia Beach City",-,"56 - Edinburgh",441,542,6,989
"Virginia Beach City",-,"57 - Sherry Park",613,736,1,"1,350"
"Virginia Beach City",-,"58 - Glenwood","1,039",871,1,"1,911"
"Virginia Beach City",-,"59 - Shelton Park",715,743,1,"1,459"
"Virginia Beach City",-,"60 - Foxfire",756,"1,274",4,"2,034"
"Virginia Beach City",-,"61 - Baker","1,648",219,0,"1,867"
"Virginia Beach City",-,"62 - Landstown",960,"1,136",4,"2,100"
"Virginia Beach City",-,"63 - Culver",988,"1,251",0,"2,239"
"Virginia Beach City",-,"64 - Rosemont Forest","1,163","1,111",7,"2,281"
"Virginia Beach City",-,"65 - Colonial",878,837,5,"1,720"
"Virginia Beach City",-,"66 - Hunt",690,"1,042",4,"1,736"
"Virginia Beach City",-,"67 - Eastern Shore","1,225",906,3,"2,134"
"Virginia Beach City",-,"68 - Manor",787,"1,051",2,"1,840"
"Virginia Beach City",-,"69 - Shell",981,446,3,"1,430"
"Virginia Beach City",-,"70 - Corporate Landing","1,009",974,3,"1,986"
"Virginia Beach City",-,"71 - Round Hill","1,633",942,2,"2,577"
"Virginia Beach City",-,"72 - Rudee",818,"1,015",2,"1,835"
"Virginia Beach City",-,"73 - Dahlia","1,538",812,2,"2,352"
"Virginia Beach City",-,"74 - Buckner","1,072",552,0,"1,624"
"Virginia Beach City",-,"75 - Colony",788,"1,314",4,"2,106"
"Virginia Beach City",-,"76 - Village","1,085",531,1,"1,617"
"Virginia Beach City",-,"77 - Brookwood","1,037",829,0,"1,866"
"Virginia Beach City",-,"78 - Indian Lakes",927,802,1,"1,730"
"Virginia Beach City",-,"79 - Pleasant Hall","1,071",495,0,"1,566"
"Virginia Beach City",-,"80 - Chimney Hill","1,064",486,9,"1,559"
"Virginia Beach City",-,"81 - Rock Lake","1,193",786,7,"1,986"
"Virginia Beach City",-,"82 - Shelburne",631,928,1,"1,560"
"Virginia Beach City",-,"83 - Strawbridge",862,"1,257",1,"2,120"
"Virginia Beach City",-,"84 - Tallwood","1,035",861,4,"1,900"
"Virginia Beach City",-,"85 - Upton",953,"1,344",2,"2,299"
"Virginia Beach City",-,"86 - Haygood",857,"1,051",0,"1,908"
"Virginia Beach City",-,"87 - Hillcrest",719,936,0,"1,655"
"Virginia Beach City",-,"88 - North Landing",595,861,2,"1,458"
"Virginia Beach City",-,"89 - Lake Christopher",815,"1,007",3,"1,825"
"Virginia Beach City",-,"90 - Lake Joyce",558,671,1,"1,230"
"Virginia Beach City",-,"91 - Lexington","1,086",704,5,"1,795"
"Virginia Beach City",-,"92 - Little Neck",545,812,2,"1,359"
"Virginia Beach City",-,"93 - Newtown","1,049",149,1,"1,199"
"Virginia Beach City",-,"94 - Pinewood",472,522,0,994
"Virginia Beach City",-,"Ab - Central Absentee Precinct","10,284","9,795",27,"20,106"
"Virginia Beach City",-,Provisional,108,117,225,450
"Warren County",-,"101 - Fork Town",477,566,4,"1,047"
"Warren County",-,"102 - Otterburn",655,"1,235",3,"1,893"
"Warren County",-,"201 - Happy Creek",669,"1,021",12,"1,702"
"Warren County",-,"202 - Linden",626,863,8,"1,497"
"Warren County",-,"301 - North River",706,683,3,"1,392"
"Warren County",-,"302 - Riverton",493,855,0,"1,348"
"Warren County",-,"401 - East Shenandoah",767,"1,338",4,"2,109"
"Warren County",-,"402 - Town - West Shenandoah",419,643,1,"1,063"
"Warren County",-,"501 - South River",822,"1,021",3,"1,846"
"Warren County",-,"502 - Bentonville",225,417,0,642
"Warren County",-,"504 - Browntown",177,332,0,509
"Warren County",-,"Ab - Central Absentee Precinct",579,768,3,"1,350"
"Warren County",-,Provisional,1,5,0,6
"Washington County",-,"101 - East Abingdon",754,"1,295",2,"2,051"
"Washington County",-,"102 - West Abingdon",468,697,2,"1,167"
"Washington County",-,"201 - Clinchburg",180,464,0,644
"Washington County",-,"202 - Greendale",300,814,0,"1,114"
"Washington County",-,"203 - Hayters Gap",114,306,1,421
"Washington County",-,"204 Woodland Hills",322,745,0,"1,067"
"Washington County",-,"301 - Watauga",520,"1,363",0,"1,883"
"Washington County",-,"302 - South Abingdon",692,"1,087",1,"1,780"
"Washington County",-,"401 - Glade Spring",449,950,4,"1,403"
"Washington County",-,"402 - Meadowview",567,"1,092",6,"1,665"
"Washington County",-,"501 - Rhea Valley",547,"1,422",1,"1,970"
"Washington County",-,"502 - Damascus",360,596,0,956
"Washington County",-,"504 - Green Cove",50,117,0,167
"Washington County",-,"601 - Burson Place",338,"1,290",2,"1,630"
"Washington County",-,"602 - Mendota",89,240,5,334
"Washington County",-,"603 - Valley Institute",359,911,1,"1,271"
"Washington County",-,"701 - High Point",309,"1,005",2,"1,316"
"Washington County",-,"702 - Wallace",197,441,2,640
"Washington County",-,"703 - John Battle",472,"1,077",0,"1,549"
"Washington County",-,"Ab - Central Absentee Precinct",825,"1,502",0,"2,327"
"Washington County",-,Provisional,4,3,0,7
"Waynesboro City",-,"1 - Ward A",727,604,2,"1,333"
"Waynesboro City",-,"2 - Ward B","1,017","1,347",3,"2,367"
"Waynesboro City",-,"3 - Ward C",863,889,5,"1,757"
"Waynesboro City",-,"4 - Ward D",951,"1,532",2,"2,485"
"Waynesboro City",-,"Ab - Central Absentee Precinct",312,401,2,715
"Waynesboro City",-,Provisional,3,2,0,5
"Westmoreland County",-,"101 - Precinct 1-1",721,257,6,984
"Westmoreland County",-,"102 - Precinct 1-2",339,211,1,551
"Westmoreland County",-,"201 - Precinct 2-1",838,689,1,"1,528"
"Westmoreland County",-,"301 - Precinct 3-1",628,630,1,"1,259"
"Westmoreland County",-,"401 - Precinct 4-1",571,831,2,"1,404"
"Westmoreland County",-,"501 - Precinct 5-1",656,593,3,"1,252"
"Westmoreland County",-,"Ab - Central Absentee Precinct",575,491,0,"1,066"
"Westmoreland County",-,Provisional,3,1,0,4
"Williamsburg City",-,"1 - Stryker","2,112","1,009",2,"3,123"
"Williamsburg City",-,"2 - Matoaka","2,451","1,145",8,"3,604"
"Williamsburg City",-,"Ab - Central Absentee Precinct",474,392,1,867
"Winchester City",-,"101 - Merrimans",921,969,5,"1,895"
"Winchester City",-,"102 - Old Town",708,700,4,"1,412"
"Winchester City",-,"201 - Virginia Avenue","1,061",569,2,"1,632"
"Winchester City",-,"301 - War Memorial",817,737,9,"1,563"
"Winchester City",-,"401 - Frederick Douglass",433,425,3,861
"Winchester City",-,"402 - Rolling Hills",732,830,3,"1,565"
"Winchester City",-,"Ab - Central Absentee Precinct",615,583,2,"1,200"
"Winchester City",-,Provisional,5,3,10,18
"Wise County",-,"101 - Appalachia",366,554,1,921
"Wise County",-,"102 - Dorchester",183,425,1,609
"Wise County",-,"103 - Guest River Voting Place",165,409,0,574
"Wise County",-,"104 - West Pound",444,"1,200",1,"1,645"
"Wise County",-,"201 - North Coeburn",187,551,0,738
"Wise County",-,"202 - Wise",626,"1,577",1,"2,204"
"Wise County",-,"203 - East Pound",101,311,0,412
"Wise County",-,"301 - Big Stone Gap",573,"1,099",3,"1,675"
"Wise County",-,"302 - East Stone Gap",429,"1,240",1,"1,670"
"Wise County",-,"401 - Clinch Valley",268,"1,159",2,"1,429"
"Wise County",-,"402 - South Coeburn",372,"1,101",1,"1,474"
"Wise County",-,"403 - St Paul",227,337,1,565
"Wise County",-,"Ab - Central Absentee Precinct",294,551,0,845
"Wise County",-,Provisional,1,6,0,7
"Wythe County",-,"101 - Royal Oak",108,355,0,463
"Wythe County",-,"102 - Rural Retreat",433,"1,031",8,"1,472"
"Wythe County",-,"203 - West Wytheville",774,"1,149",15,"1,938"
"Wythe County",-,"303 - East Wytheville",807,"1,234",11,"2,052"
"Wythe County",-,"401 - Fort Chiswell",282,716,0,998
"Wythe County",-,"402 - Max Meadows",273,586,7,866
"Wythe County",-,"501 - Jackson Memorial",247,464,5,716
"Wythe County",-,"502 - Sheffey",271,770,4,"1,045"
"Wythe County",-,"601 - Huddle",147,301,2,450
"Wythe County",-,"602 - Zion",247,528,0,775
"Wythe County",-,"603  Evergreen",180,411,5,596
"Wythe County",-,"Ab - Central Absentee Precinct",261,534,13,808
"Wythe County",-,Provisional,1,1,0,2
"York County",-,"101 - Queens Lake",765,884,6,"1,655"
"York County",-,"102 - Waller Mill",849,"1,047",0,"1,896"
"York County",-,"103 - Magruder","1,659",950,6,"2,615"
"York County",-,"201 - Coventry","1,267","1,737",4,"3,008"
"York County",-,"202 - Kiln Creek",578,855,3,"1,436"
"York County",-,"301 - Seaford",763,"2,007",2,"2,772"
"York County",-,"302 - Yorktown",835,"1,247",1,"2,083"
"York County",-,"303 - Edgehill","1,069","1,094",4,"2,167"
"York County",-,"401 - Harwoods Mill",898,"1,746",3,"2,647"
"York County",-,"402 - Dare",863,"1,867",7,"2,737"
"York County",-,"403 - Grafton",562,814,3,"1,379"
"York County",-,"501 - Tabb","1,060","1,852",10,"2,922"
"York County",-,"502 - Bethel","1,181","1,671",5,"2,857"
"York County",-,"Ab - Central Absentee Precinct","1,479","1,957",5,"3,441"
"York County",-,Provisional,21,17,0,38
TOTALS,,,"2,010,067","1,785,542","9,410","3,805,019"
